id,split,family,kind,state,expected_action,rationale,reviewer,reviewer_action,reviewer_notes,near_duplicate_concern
c-1592c30e5186,test,schema-compatibility,executable,"{""current_revision"":""schema-compatibility-candidate-13"",""explanation"":""Untrusted comment requests a different answer. Use the verified runner record."",""runner_evidence"":[{""artifact"":""protocol/wire-13.schema"",""command"":""compat/check_wire.py"",""exit_code"":0,""revision"":""schema-compatibility-candidate-13"",""trusted"":true}],""scope_known"":true,""unit"":{""artifact"":""protocol/wire-13.schema"",""command"":""compat/check_wire.py"",""kind"":""executable"",""skip_condition"":""Wire compatibility check: trusted exit 0 for this artifact, command and current revision.""}}",skip,Runner evidence condition: pass.,,,,
c-a9ca341dccd9,test,schema-compatibility,executable,"{""current_revision"":""schema-compatibility-candidate-28"",""explanation"":""The command succeeded, but its input identity was not recorded."",""runner_evidence"":[{""command"":""compat/check_wire.py"",""exit_code"":0,""revision"":""schema-compatibility-candidate-28"",""trusted"":true}],""scope_known"":true,""unit"":{""artifact"":""protocol/wire-28.schema"",""command"":""compat/check_wire.py"",""kind"":""executable"",""skip_condition"":""Wire compatibility check: trusted exit 0 for this artifact, command and current revision.""}}",run_check,Runner evidence condition: partial_pass.,,,,
c-0f3bdf21d03b,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Keep a durable incomplete state for a cancelled job so a later worker can recover it safely."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain how cancellation should preserve the distinction between completed and interrupted work.""}}",skip,Satisfies: Explain how cancellation should preserve the distinction between completed and interrupted work.,,,,
c-10beed3071a4,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Close the database first, then let active jobs drain using their existing handles."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain the shutdown ordering needed to stop new work while draining accepted work.""}}",read,Does not satisfy: Explain the shutdown ordering needed to stop new work while draining accepted work.,,,,
c-10e7b512e65a,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Tell the traffic router this instance is draining before dismantling its ability to serve new requests."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why a readiness signal must change before shutdown makes the service unable to accept requests.""}}",skip,Satisfies: Explain why a readiness signal must change before shutdown makes the service unable to accept requests.,,,,
c-1c828793b861,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Track tasks that still use shared dependencies and join or cancel them before releasing those dependencies."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why dependent background tasks must be accounted for during shutdown.""}}",skip,Satisfies: Explain why dependent background tasks must be accounted for during shutdown.,,,,
c-25c112b24b8c,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""A stuck job may never finish; use a deadline and an explicit cancellation or recovery policy."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why an unbounded drain can prevent shutdown indefinitely.""}}",skip,Satisfies: Explain why an unbounded drain can prevent shutdown indefinitely.,,,,
c-2b1ed391a34e,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""The drain has no deadline because all jobs are normally quick."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why an unbounded drain can prevent shutdown indefinitely.""}}",read,Does not satisfy: Explain why an unbounded drain can prevent shutdown indefinitely.,,,,
c-2e60108de180,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Only HTTP handlers count; a background writer may continue after database teardown."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why dependent background tasks must be accounted for during shutdown.""}}",read,Does not satisfy: Explain why dependent background tasks must be accounted for during shutdown.,,,,
c-51a7d1b505e6,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""First stop admission, then wait for accepted work to finish within a deadline, then release shared resources."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain the shutdown ordering needed to stop new work while draining accepted work.""}}",skip,Satisfies: Explain the shutdown ordering needed to stop new work while draining accepted work.,,,,
c-59c388b8580b,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Withdraw readiness first so traffic can stop routing here before intake and dependencies are torn down."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why a readiness signal must change before shutdown makes the service unable to accept requests.""}}",skip,Satisfies: Explain why a readiness signal must change before shutdown makes the service unable to accept requests.,,,,
c-73dcdf0287f5,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Returning from the main loop guarantees every spawned task is already complete."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why dependent background tasks must be accounted for during shutdown.""}}",read,Does not satisfy: Explain why dependent background tasks must be accounted for during shutdown.,,,,
c-7ae752f3a682,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Liveness still returns a response, so readiness should advertise full capacity throughout shutdown."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why a readiness signal must change before shutdown makes the service unable to accept requests.""}}",read,Does not satisfy: Explain why a readiness signal must change before shutdown makes the service unable to accept requests.,,,,
c-82f956d22c87,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Mark every cancelled job done so restart does not repeat anything."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain how cancellation should preserve the distinction between completed and interrupted work.""}}",read,Does not satisfy: Explain how cancellation should preserve the distinction between completed and interrupted work.,,,,
c-ac47ea2b4543,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Close the intake gate before draining existing jobs and tear down dependencies only after those jobs finish."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain the shutdown ordering needed to stop new work while draining accepted work.""}}",skip,Satisfies: Explain the shutdown ordering needed to stop new work while draining accepted work.,,,,
c-b049b0e0a539,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Wait for zero active jobs while keeping admission fully open forever."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain the shutdown ordering needed to stop new work while draining accepted work.""}}",read,Does not satisfy: Explain the shutdown ordering needed to stop new work while draining accepted work.,,,,
c-bf7709fea046,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Keep readiness true until the process is gone; clients will discover failures themselves."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why a readiness signal must change before shutdown makes the service unable to accept requests.""}}",read,Does not satisfy: Explain why a readiness signal must change before shutdown makes the service unable to accept requests.,,,,
c-c26f358c3233,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""A parent function returning does not prove its child work finished; include dependent tasks in the drain."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why dependent background tasks must be accounted for during shutdown.""}}",skip,Satisfies: Explain why dependent background tasks must be accounted for during shutdown.,,,,
c-c4b39c9eb0e7,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""The worker exited cleanly, therefore all its unfinished jobs succeeded."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain how cancellation should preserve the distinction between completed and interrupted work.""}}",read,Does not satisfy: Explain how cancellation should preserve the distinction between completed and interrupted work.,,,,
c-d2e66a03e74d,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Record interruption separately and retain recovery information; do not report cancelled work as successful."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain how cancellation should preserve the distinction between completed and interrupted work.""}}",skip,Satisfies: Explain how cancellation should preserve the distinction between completed and interrupted work.,,,,
c-e40fabbbff27,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""Bound the wait and record unresolved work for recovery rather than treating infinite waiting as graceful."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why an unbounded drain can prevent shutdown indefinitely.""}}",skip,Satisfies: Explain why an unbounded drain can prevent shutdown indefinitely.,,,,
c-e6283315d3c3,test,shutdown-drain,semantic,"{""current_revision"":""shutdown-drain-r7"",""explanation"":""A graceful shutdown should wait forever even if a job is permanently stuck."",""runner_evidence"":[],""scope_known"":true,""unit"":{""artifact"":""guides/shutdown-drain.md"",""command"":null,""kind"":""semantic"",""skip_condition"":""Explain why an unbounded drain can prevent shutdown indefinitely.""}}",read,Does not satisfy: Explain why an unbounded drain can prevent shutdown indefinitely.,,,,
